id,value
7467,74660
7466,74650
7465,74640
7464,74630
7463,74620
7462,74610
7461,74600
7460,74590
7459,74580
7458,74570
7457,74560
7456,74550
7455,74540
7454,74530
7453,74520
7452,74510
7451,74500
7450,74490
7449,74480
7448,74470
7447,74460
7446,74450
7445,74440
7444,74430
7443,74420
7442,74410
7441,74400
7440,74390
7439,74380
7438,74370
7437,74360
7436,74350
7435,74340
7434,74330
7433,74320
7432,74310
7431,74300
7430,74290
7429,74280
7428,74270
7427,74260
7426,74250
7425,74240
7424,74230
7423,74220
7422,74210
7421,74200
7420,74190
7419,74180
7418,74170
7417,74160
7416,74150
7415,74140
7414,74130
7413,74120
7412,74110
7411,74100
7410,74090
7409,74080
7408,74070
7407,74060
7406,74050
7405,74040
7404,74030
7403,74020
7402,74010
7401,74000
7400,73990
7399,73980
7398,73970
7397,73960
7396,73950
7395,73940
7394,73930
7393,73920
7392,73910
7391,73900
7390,73890
7389,73880
7388,73870
7387,73860
7386,73850
7385,73840
7384,73830
7383,73820
7382,73810
7381,73800
7380,73790
7379,73780
7378,73770
7377,73760
7376,73750
7375,73740
7374,73730
7373,73720
7372,73710
7371,73700
7370,73690
7369,73680
7368,73670
7367,73660
7366,73650
7365,73640
7364,73630
7363,73620
7362,73610
7361,73600
7360,73590
7359,73580
7358,73570
7357,73560
7356,73550
7355,73540
7354,73530
7353,73520
7352,73510
7351,73500
7350,73490
7349,73480
7348,73470
7347,73460
7346,73450
7345,73440
7344,73430
7343,73420
7342,73410
7341,73400
7340,73390
7339,73380
7338,73370
7337,73360
7336,73350
7335,73340
7334,73330
7333,73320
7332,73310
7331,73300
7330,73290
7329,73280
7328,73270
7327,73260
7326,73250
7325,73240
7324,73230
7323,73220
7322,73210
7321,73200
7320,73190
7319,73180
7318,73170
7317,73160
7316,73150
7315,73140
7314,73130
7313,73120
7312,73110
7311,73100
7310,73090
7309,73080
7308,73070
7307,73060
7306,73050
7305,73040
7304,73030
7303,73020
7302,73010
7301,73000
7300,72990
7299,72980
7298,72970
7297,72960
7296,72950
7295,72940
7294,72930
7293,72920
7292,72910
7291,72900
7290,72890
7289,72880
7288,72870
7287,72860
7286,72850
7285,72840
7284,72830
7283,72820
7282,72810
7281,72800
7280,72790
7279,72780
7278,72770
7277,72760
7276,72750
7275,72740
7274,72730
7273,72720
7272,72710
7271,72700
7270,72690
7269,72680
7268,72670
7267,72660
7266,72650
7265,72640
7264,72630
7263,72620
7262,72610
7261,72600
7260,72590
7259,72580
7258,72570
7257,72560
7256,72550
7255,72540
7254,72530
7253,72520
7252,72510
7251,72500
7250,72490
7249,72480
7248,72470
7247,72460
7246,72450
7245,72440
7244,72430
7243,72420
7242,72410
7241,72400
7240,72390
7239,72380
7238,72370
7237,72360
7236,72350
7235,72340
7234,72330
7233,72320
7232,72310
7231,72300
7230,72290
7229,72280
7228,72270
7227,72260
7226,72250
7225,72240
7224,72230
7223,72220
7222,72210
7221,72200
7220,72190
7219,72180
7218,72170
7217,72160
7216,72150
7215,72140
7214,72130
7213,72120
7212,72110
7211,72100
7210,72090
7209,72080
7208,72070
7207,72060
7206,72050
7205,72040
7204,72030
7203,72020
7202,72010
7201,72000
7200,71990
7199,71980
7198,71970
7197,71960
7196,71950
7195,71940
7194,71930
7193,71920
7192,71910
7191,71900
7190,71890
7189,71880
7188,71870
7187,71860
7186,71850
7185,71840
7184,71830
7183,71820
7182,71810
7181,71800
7180,71790
7179,71780
7178,71770
7177,71760
7176,71750
7175,71740
7174,71730
7173,71720
7172,71710
7171,71700
7170,71690
7169,71680
7168,71670
7167,71660
7166,71650
7165,71640
7164,71630
7163,71620
7162,71610
7161,71600
7160,71590
7159,71580
7158,71570
7157,71560
7156,71550
7155,71540
7154,71530
7153,71520
7152,71510
7151,71500
7150,71490
7149,71480
7148,71470
7147,71460
7146,71450
7145,71440
7144,71430
7143,71420
7142,71410
7141,71400
7140,71390
7139,71380
7138,71370
7137,71360
7136,71350
7135,71340
7134,71330
7133,71320
7132,71310
7131,71300
7130,71290
7129,71280
7128,71270
7127,71260
7126,71250
7125,71240
7124,71230
7123,71220
7122,71210
7121,71200
7120,71190
7119,71180
7118,71170
7117,71160
7116,71150
7115,71140
7114,71130
7113,71120
7112,71110
7111,71100
7110,71090
7109,71080
7108,71070
7107,71060
7106,71050
7105,71040
7104,71030
7103,71020
7102,71010
7101,71000
7100,70990
7099,70980
7098,70970
7097,70960
7096,70950
7095,70940
7094,70930
7093,70920
7092,70910
7091,70900
7090,70890
7089,70880
7088,70870
7087,70860
7086,70850
7085,70840
7084,70830
7083,70820
7082,70810
7081,70800
7080,70790
7079,70780
7078,70770
7077,70760
7076,70750
7075,70740
7074,70730
7073,70720
7072,70710
7071,70700
7070,70690
7069,70680
7068,70670
7067,70660
7066,70650
7065,70640
7064,70630
7063,70620
7062,70610
7061,70600
7060,70590
7059,70580
7058,70570
7057,70560
7056,70550
7055,70540
7054,70530
7053,70520
7052,70510
7051,70500
7050,70490
7049,70480
7048,70470
7047,70460
7046,70450
7045,70440
7044,70430
7043,70420
7042,70410
7041,70400
7040,70390
7039,70380
7038,70370
7037,70360
7036,70350
7035,70340
7034,70330
7033,70320
7032,70310
7031,70300
7030,70290
7029,70280
7028,70270
7027,70260
7026,70250
7025,70240
7024,70230
7023,70220
7022,70210
7021,70200
7020,70190
7019,70180
7018,70170
7017,70160
7016,70150
7015,70140
7014,70130
7013,70120
7012,70110
7011,70100
7010,70090
7009,70080
7008,70070
7007,70060
7006,70050
7005,70040
7004,70030
7003,70020
7002,70010
7001,70000
7000,69990
6999,69980
6998,69970
6997,69960
6996,69950
6995,69940
6994,69930
6993,69920
6992,69910
6991,69900
6990,69890
6989,69880
6988,69870
6987,69860
6986,69850
6985,69840
6984,69830
6983,69820
6982,69810
6981,69800
6980,69790
6979,69780
6978,69770
6977,69760
6976,69750
6975,69740
6974,69730
6973,69720
6972,69710
6971,69700
6970,69690
6969,69680
6968,69670
6967,69660
6966,69650
6965,69640
6964,69630
6963,69620
6962,69610
6961,69600
6960,69590
6959,69580
6958,69570
6957,69560
6956,69550
6955,69540
6954,69530
6953,69520
6952,69510
6951,69500
6950,69490
6949,69480
6948,69470
6947,69460
6946,69450
6945,69440
6944,69430
6943,69420
6942,69410
6941,69400
6940,69390
6939,69380
6938,69370
6937,69360
6936,69350
6935,69340
6934,69330
6933,69320
6932,69310
6931,69300
6930,69290
6929,69280
6928,69270
6927,69260
6926,69250
6925,69240
6924,69230
6923,69220
6922,69210
6921,69200
6920,69190
6919,69180
6918,69170
6917,69160
6916,69150
6915,69140
6914,69130
6913,69120
6912,69110
6911,69100
6910,69090
6909,69080
6908,69070
6907,69060
6906,69050
6905,69040
6904,69030
6903,69020
6902,69010
6901,69000
6900,68990
6899,68980
6898,68970
6897,68960
6896,68950
6895,68940
6894,68930
6893,68920
6892,68910
6891,68900
6890,68890
6889,68880
6888,68870
6887,68860
6886,68850
6885,68840
6884,68830
6883,68820
6882,68810
6881,68800
6880,68790
6879,68780
6878,68770
6877,68760
6876,68750
6875,68740
6874,68730
6873,68720
6872,68710
6871,68700
6870,68690
6869,68680
6868,68670
6867,68660
6866,68650
6865,68640
6864,68630
6863,68620
6862,68610
6861,68600
6860,68590
6859,68580
6858,68570
6857,68560
6856,68550
6855,68540
6854,68530
6853,68520
6852,68510
6851,68500
6850,68490
6849,68480
6848,68470
6847,68460
6846,68450
6845,68440
6844,68430
6843,68420
6842,68410
6841,68400
6840,68390
6839,68380
6838,68370
6837,68360
6836,68350
6835,68340
6834,68330
6833,68320
6832,68310
6831,68300
6830,68290
6829,68280
6828,68270
6827,68260
6826,68250
6825,68240
6824,68230
6823,68220
6822,68210
6821,68200
6820,68190
6819,68180
6818,68170
6817,68160
6816,68150
6815,68140
6814,68130
6813,68120
6812,68110
6811,68100
6810,68090
6809,68080
6808,68070
6807,68060
6806,68050
6805,68040
6804,68030
6803,68020
6802,68010
6801,68000
6800,67990
6799,67980
6798,67970
6797,67960
6796,67950
6795,67940
6794,67930
6793,67920
6792,67910
6791,67900
6790,67890
6789,67880
6788,67870
6787,67860
6786,67850
6785,67840
6784,67830
6783,67820
6782,67810
6781,67800
6780,67790
6779,67780
6778,67770
6777,67760
6776,67750
6775,67740
6774,67730
6773,67720
6772,67710
6771,67700
6770,67690
6769,67680
6768,67670
6767,67660
6766,67650
6765,67640
6764,67630
6763,67620
6762,67610
6761,67600
6760,67590
6759,67580
6758,67570
6757,67560
6756,67550
6755,67540
6754,67530
6753,67520
6752,67510
6751,67500
6750,67490
6749,67480
6748,67470
6747,67460
6746,67450
6745,67440
6744,67430
6743,67420
6742,67410
6741,67400
6740,67390
6739,67380
6738,67370
6737,67360
6736,67350
6735,67340
6734,67330
6733,67320
6732,67310
6731,67300
6730,67290
6729,67280
6728,67270
6727,67260
6726,67250
6725,67240
6724,67230
6723,67220
6722,67210
6721,67200
6720,67190
6719,67180
6718,67170
6717,67160
6716,67150
6715,67140
6714,67130
6713,67120
6712,67110
6711,67100
6710,67090
6709,67080
6708,67070
6707,67060
6706,67050
6705,67040
6704,67030
6703,67020
6702,67010
6701,67000
6700,66990
6699,66980
6698,66970
6697,66960
6696,66950
6695,66940
6694,66930
6693,66920
6692,66910
6691,66900
6690,66890
6689,66880
6688,66870
6687,66860
6686,66850
6685,66840
6684,66830
6683,66820
6682,66810
6681,66800
6680,66790
6679,66780
6678,66770
6677,66760
6676,66750
6675,66740
6674,66730
6673,66720
6672,66710
6671,66700
6670,66690
6669,66680
6668,66670
6667,66660
6666,66650
6665,66640
6664,66630
6663,66620
6662,66610
6661,66600
6660,66590
6659,66580
6658,66570
6657,66560
6656,66550
6655,66540
6654,66530
6653,66520
6652,66510
6651,66500
6650,66490
6649,66480
6648,66470
6647,66460
6646,66450
6645,66440
6644,66430
6643,66420
6642,66410
6641,66400
6640,66390
6639,66380
6638,66370
6637,66360
6636,66350
6635,66340
6634,66330
6633,66320
6632,66310
6631,66300
6630,66290
6629,66280
6628,66270
6627,66260
6626,66250
6625,66240
6624,66230
6623,66220
6622,66210
6621,66200
6620,66190
6619,66180
6618,66170
6617,66160
6616,66150
6615,66140
6614,66130
6613,66120
6612,66110
6611,66100
6610,66090
6609,66080
6608,66070
6607,66060
6606,66050
6605,66040
6604,66030
6603,66020
6602,66010
6601,66000
6600,65990
6599,65980
6598,65970
6597,65960
6596,65950
6595,65940
6594,65930
6593,65920
6592,65910
6591,65900
6590,65890
6589,65880
6588,65870
6587,65860
6586,65850
6585,65840
6584,65830
6583,65820
6582,65810
6581,65800
6580,65790
6579,65780
6578,65770
6577,65760
6576,65750
6575,65740
6574,65730
6573,65720
6572,65710
6571,65700
6570,65690
6569,65680
6568,65670
6567,65660
6566,65650
6565,65640
6564,65630
6563,65620
6562,65610
6561,65600
6560,65590
6559,65580
6558,65570
6557,65560
6556,65550
6555,65540
6554,65530
6553,65520
6552,65510
6551,65500
6550,65490
6549,65480
6548,65470
6547,65460
6546,65450
6545,65440
6544,65430
6543,65420
6542,65410
6541,65400
6540,65390
6539,65380
6538,65370
6537,65360
6536,65350
6535,65340
6534,65330
6533,65320
6532,65310
6531,65300
6530,65290
6529,65280
6528,65270
6527,65260
6526,65250
6525,65240
6524,65230
6523,65220
6522,65210
6521,65200
6520,65190
6519,65180
6518,65170
6517,65160
6516,65150
6515,65140
6514,65130
6513,65120
6512,65110
6511,65100
6510,65090
6509,65080
6508,65070
6507,65060
6506,65050
6505,65040
6504,65030
6503,65020
6502,65010
6501,65000
6500,64990
6499,64980
6498,64970
6497,64960
6496,64950
6495,64940
6494,64930
6493,64920
6492,64910
6491,64900
6490,64890
6489,64880
6488,64870
6487,64860
6486,64850
6485,64840
6484,64830
6483,64820
6482,64810
6481,64800
6480,64790
6479,64780
6478,64770
6477,64760
6476,64750
6475,64740
6474,64730
6473,64720
6472,64710
6471,64700
6470,64690
6469,64680
6468,64670
6467,64660
6466,64650
6465,64640
6464,64630
6463,64620
6462,64610
6461,64600
6460,64590
6459,64580
6458,64570
6457,64560
6456,64550
6455,64540
6454,64530
6453,64520
6452,64510
6451,64500
6450,64490
6449,64480
6448,64470
6447,64460
6446,64450
6445,64440
6444,64430
6443,64420
6442,64410
6441,64400
6440,64390
6439,64380
6438,64370
6437,64360
6436,64350
6435,64340
6434,64330
6433,64320
6432,64310
6431,64300
6430,64290
6429,64280
6428,64270
6427,64260
6426,64250
6425,64240
6424,64230
6423,64220
6422,64210
6421,64200
6420,64190
6419,64180
6418,64170
6417,64160
6416,64150
6415,64140
6414,64130
6413,64120
6412,64110
6411,64100
6410,64090
6409,64080
6408,64070
6407,64060
6406,64050
6405,64040
6404,64030
6403,64020
6402,64010
6401,64000
6400,63990
6399,63980
6398,63970
6397,63960
6396,63950
6395,63940
6394,63930
6393,63920
6392,63910
6391,63900
6390,63890
6389,63880
6388,63870
6387,63860
6386,63850
6385,63840
6384,63830
6383,63820
6382,63810
6381,63800
6380,63790
6379,63780
6378,63770
6377,63760
6376,63750
6375,63740
6374,63730
6373,63720
6372,63710
6371,63700
6370,63690
6369,63680
6368,63670
6367,63660
6366,63650
6365,63640
6364,63630
6363,63620
6362,63610
6361,63600
6360,63590
6359,63580
6358,63570
6357,63560
6356,63550
6355,63540
6354,63530
6353,63520
6352,63510
6351,63500
6350,63490
6349,63480
6348,63470
6347,63460
6346,63450
6345,63440
6344,63430
6343,63420
6342,63410
6341,63400
6340,63390
6339,63380
6338,63370
6337,63360
6336,63350
6335,63340
6334,63330
6333,63320
6332,63310
6331,63300
6330,63290
6329,63280
6328,63270
6327,63260
6326,63250
6325,63240
6324,63230
6323,63220
6322,63210
6321,63200
6320,63190
6319,63180
6318,63170
6317,63160
6316,63150
6315,63140
6314,63130
6313,63120
6312,63110
6311,63100
6310,63090
6309,63080
6308,63070
6307,63060
6306,63050
6305,63040
6304,63030
6303,63020
6302,63010
6301,63000
6300,62990
6299,62980
6298,62970
6297,62960
6296,62950
6295,62940
6294,62930
6293,62920
6292,62910
6291,62900
6290,62890
6289,62880
6288,62870
6287,62860
6286,62850
6285,62840
6284,62830
6283,62820
6282,62810
6281,62800
6280,62790
6279,62780
6278,62770
6277,62760
6276,62750
6275,62740
6274,62730
6273,62720
6272,62710
6271,62700
6270,62690
6269,62680
6268,62670
6267,62660
6266,62650
6265,62640
6264,62630
6263,62620
6262,62610
6261,62600
6260,62590
6259,62580
6258,62570
6257,62560
6256,62550
6255,62540
6254,62530
6253,62520
6252,62510
6251,62500
6250,62490
6249,62480
6248,62470
6247,62460
6246,62450
6245,62440
6244,62430
6243,62420
6242,62410
6241,62400
6240,62390
6239,62380
6238,62370
6237,62360
6236,62350
6235,62340
6234,62330
6233,62320
6232,62310
6231,62300
6230,62290
6229,62280
6228,62270
6227,62260
6226,62250
6225,62240
6224,62230
6223,62220
6222,62210
6221,62200
6220,62190
6219,62180
6218,62170
6217,62160
6216,62150
6215,62140
6214,62130
6213,62120
6212,62110
6211,62100
6210,62090
6209,62080
6208,62070
6207,62060
6206,62050
6205,62040
6204,62030
6203,62020
6202,62010
6201,62000
6200,61990
6199,61980
6198,61970
6197,61960
6196,61950
6195,61940
6194,61930
6193,61920
6192,61910
6191,61900
6190,61890
6189,61880
6188,61870
6187,61860
6186,61850
6185,61840
6184,61830
6183,61820
6182,61810
6181,61800
6180,61790
6179,61780
6178,61770
6177,61760
6176,61750
6175,61740
6174,61730
6173,61720
6172,61710
6171,61700
6170,61690
6169,61680
6168,61670
6167,61660
6166,61650
6165,61640
6164,61630
6163,61620
6162,61610
6161,61600
6160,61590
6159,61580
6158,61570
6157,61560
6156,61550
6155,61540
6154,61530
6153,61520
6152,61510
6151,61500
6150,61490
6149,61480
6148,61470
6147,61460
6146,61450
6145,61440
6144,61430
6143,61420
6142,61410
6141,61400
6140,61390
6139,61380
6138,61370
6137,61360
6136,61350
6135,61340
6134,61330
6133,61320
6132,61310
6131,61300
6130,61290
6129,61280
6128,61270
6127,61260
6126,61250
6125,61240
6124,61230
6123,61220
6122,61210
6121,61200
6120,61190
6119,61180
6118,61170
6117,61160
6116,61150
6115,61140
6114,61130
6113,61120
6112,61110
6111,61100
6110,61090
6109,61080
6108,61070
6107,61060
6106,61050
6105,61040
6104,61030
6103,61020
6102,61010
6101,61000
6100,60990
6099,60980
6098,60970
6097,60960
6096,60950
6095,60940
6094,60930
6093,60920
6092,60910
6091,60900
6090,60890
6089,60880
6088,60870
6087,60860
6086,60850
6085,60840
6084,60830
6083,60820
6082,60810
6081,60800
6080,60790
6079,60780
6078,60770
6077,60760
6076,60750
6075,60740
6074,60730
6073,60720
6072,60710
6071,60700
6070,60690
6069,60680
6068,60670
6067,60660
6066,60650
6065,60640
6064,60630
6063,60620
6062,60610
6061,60600
6060,60590
6059,60580
6058,60570
6057,60560
6056,60550
6055,60540
6054,60530
6053,60520
6052,60510
6051,60500
6050,60490
6049,60480
6048,60470
6047,60460
6046,60450
6045,60440
6044,60430
6043,60420
6042,60410
6041,60400
6040,60390
6039,60380
6038,60370
6037,60360
6036,60350
6035,60340
6034,60330
6033,60320
6032,60310
6031,60300
6030,60290
6029,60280
6028,60270
6027,60260
6026,60250
6025,60240
6024,60230
6023,60220
6022,60210
6021,60200
6020,60190
6019,60180
6018,60170
6017,60160
6016,60150
6015,60140
6014,60130
6013,60120
6012,60110
6011,60100
6010,60090
6009,60080
6008,60070
6007,60060
6006,60050
6005,60040
6004,60030
6003,60020
6002,60010
6001,60000
6000,59990
5999,59980
5998,59970
5997,59960
5996,59950
5995,59940
5994,59930
5993,59920
5992,59910
5991,59900
5990,59890
5989,59880
5988,59870
5987,59860
5986,59850
5985,59840
5984,59830
5983,59820
5982,59810
5981,59800
5980,59790
5979,59780
5978,59770
5977,59760
5976,59750
5975,59740
5974,59730
5973,59720
5972,59710
5971,59700
5970,59690
5969,59680
5968,59670
5967,59660
5966,59650
5965,59640
5964,59630
5963,59620
5962,59610
5961,59600
5960,59590
5959,59580
5958,59570
5957,59560
5956,59550
5955,59540
5954,59530
5953,59520
5952,59510
5951,59500
5950,59490
5949,59480
5948,59470
5947,59460
5946,59450
5945,59440
5944,59430
5943,59420
5942,59410
5941,59400
5940,59390
5939,59380
5938,59370
5937,59360
5936,59350
5935,59340
5934,59330
5933,59320
5932,59310
5931,59300
5930,59290
5929,59280
5928,59270
5927,59260
5926,59250
5925,59240
5924,59230
5923,59220
5922,59210
5921,59200
5920,59190
5919,59180
5918,59170
5917,59160
5916,59150
5915,59140
5914,59130
5913,59120
5912,59110
5911,59100
5910,59090
5909,59080
5908,59070
5907,59060
5906,59050
5905,59040
5904,59030
5903,59020
5902,59010
5901,59000
5900,58990
5899,58980
5898,58970
5897,58960
5896,58950
5895,58940
5894,58930
5893,58920
5892,58910
5891,58900
5890,58890
5889,58880
5888,58870
5887,58860
5886,58850
5885,58840
5884,58830
5883,58820
5882,58810
5881,58800
5880,58790
5879,58780
5878,58770
5877,58760
5876,58750
5875,58740
5874,58730
5873,58720
5872,58710
5871,58700
5870,58690
5869,58680
5868,58670
5867,58660
5866,58650
5865,58640
5864,58630
5863,58620
5862,58610
5861,58600
5860,58590
5859,58580
5858,58570
5857,58560
5856,58550
5855,58540
5854,58530
5853,58520
5852,58510
5851,58500
5850,58490
5849,58480
5848,58470
5847,58460
5846,58450
5845,58440
5844,58430
5843,58420
5842,58410
5841,58400
5840,58390
5839,58380
5838,58370
5837,58360
5836,58350
5835,58340
5834,58330
5833,58320
5832,58310
5831,58300
5830,58290
5829,58280
5828,58270
5827,58260
5826,58250
5825,58240
5824,58230
5823,58220
5822,58210
5821,58200
5820,58190
5819,58180
5818,58170
5817,58160
5816,58150
5815,58140
5814,58130
5813,58120
5812,58110
5811,58100
5810,58090
5809,58080
5808,58070
5807,58060
5806,58050
5805,58040
5804,58030
5803,58020
5802,58010
5801,58000
5800,57990
5799,57980
5798,57970
5797,57960
5796,57950
5795,57940
5794,57930
5793,57920
5792,57910
5791,57900
5790,57890
5789,57880
5788,57870
5787,57860
5786,57850
5785,57840
5784,57830
5783,57820
5782,57810
5781,57800
5780,57790
5779,57780
5778,57770
5777,57760
5776,57750
5775,57740
5774,57730
5773,57720
5772,57710
5771,57700
5770,57690
5769,57680
5768,57670
5767,57660
5766,57650
5765,57640
5764,57630
5763,57620
5762,57610
5761,57600
5760,57590
5759,57580
5758,57570
5757,57560
5756,57550
5755,57540
5754,57530
5753,57520
5752,57510
5751,57500
5750,57490
5749,57480
5748,57470
5747,57460
5746,57450
5745,57440
5744,57430
5743,57420
5742,57410
5741,57400
5740,57390
5739,57380
5738,57370
5737,57360
5736,57350
5735,57340
5734,57330
5733,57320
5732,57310
5731,57300
5730,57290
5729,57280
5728,57270
5727,57260
5726,57250
5725,57240
5724,57230
5723,57220
5722,57210
5721,57200
5720,57190
5719,57180
5718,57170
5717,57160
5716,57150
5715,57140
5714,57130
5713,57120
5712,57110
5711,57100
5710,57090
5709,57080
5708,57070
5707,57060
5706,57050
5705,57040
5704,57030
5703,57020
5702,57010
5701,57000
5700,56990
5699,56980
5698,56970
5697,56960
5696,56950
5695,56940
5694,56930
5693,56920
5692,56910
5691,56900
5690,56890
5689,56880
5688,56870
5687,56860
5686,56850
5685,56840
5684,56830
5683,56820
5682,56810
5681,56800
5680,56790
5679,56780
5678,56770
5677,56760
5676,56750
5675,56740
5674,56730
5673,56720
5672,56710
5671,56700
5670,56690
5669,56680
5668,56670
5667,56660
5666,56650
5665,56640
5664,56630
5663,56620
5662,56610
5661,56600
5660,56590
5659,56580
5658,56570
5657,56560
5656,56550
5655,56540
5654,56530
5653,56520
5652,56510
5651,56500
5650,56490
5649,56480
5648,56470
5647,56460
5646,56450
5645,56440
5644,56430
5643,56420
5642,56410
5641,56400
5640,56390
5639,56380
5638,56370
5637,56360
5636,56350
5635,56340
5634,56330
5633,56320
5632,56310
5631,56300
5630,56290
5629,56280
5628,56270
5627,56260
5626,56250
5625,56240
5624,56230
5623,56220
5622,56210
5621,56200
5620,56190
5619,56180
5618,56170
5617,56160
5616,56150
5615,56140
5614,56130
5613,56120
5612,56110
5611,56100
5610,56090
5609,56080
5608,56070
5607,56060
5606,56050
5605,56040
5604,56030
5603,56020
5602,56010
5601,56000
5600,55990
5599,55980
5598,55970
5597,55960
5596,55950
5595,55940
5594,55930
5593,55920
5592,55910
5591,55900
5590,55890
5589,55880
5588,55870
5587,55860
5586,55850
5585,55840
5584,55830
5583,55820
5582,55810
5581,55800
5580,55790
5579,55780
5578,55770
5577,55760
5576,55750
5575,55740
5574,55730
5573,55720
5572,55710
5571,55700
5570,55690
5569,55680
5568,55670
5567,55660
5566,55650
5565,55640
5564,55630
5563,55620
5562,55610
5561,55600
5560,55590
5559,55580
5558,55570
5557,55560
5556,55550
5555,55540
5554,55530
5553,55520
5552,55510
5551,55500
5550,55490
5549,55480
5548,55470
5547,55460
5546,55450
5545,55440
5544,55430
5543,55420
5542,55410
5541,55400
5540,55390
5539,55380
5538,55370
5537,55360
5536,55350
5535,55340
5534,55330
5533,55320
5532,55310
5531,55300
5530,55290
5529,55280
5528,55270
5527,55260
5526,55250
5525,55240
5524,55230
5523,55220
5522,55210
5521,55200
5520,55190
5519,55180
5518,55170
5517,55160
5516,55150
5515,55140
5514,55130
5513,55120
5512,55110
5511,55100
5510,55090
5509,55080
5508,55070
5507,55060
5506,55050
5505,55040
5504,55030
5503,55020
5502,55010
5501,55000
5500,54990
5499,54980
5498,54970
5497,54960
5496,54950
5495,54940
5494,54930
5493,54920
5492,54910
5491,54900
5490,54890
5489,54880
5488,54870
5487,54860
5486,54850
5485,54840
5484,54830
5483,54820
5482,54810
5481,54800
5480,54790
5479,54780
5478,54770
5477,54760
5476,54750
5475,54740
5474,54730
5473,54720
5472,54710
5471,54700
5470,54690
5469,54680
5468,54670
5467,54660
5466,54650
5465,54640
5464,54630
5463,54620
5462,54610
5461,54600
5460,54590
5459,54580
5458,54570
5457,54560
5456,54550
5455,54540
5454,54530
5453,54520
5452,54510
5451,54500
5450,54490
5449,54480
5448,54470
5447,54460
5446,54450
5445,54440
5444,54430
5443,54420
5442,54410
5441,54400
5440,54390
5439,54380
5438,54370
5437,54360
5436,54350
5435,54340
5434,54330
5433,54320
5432,54310
5431,54300
5430,54290
5429,54280
5428,54270
5427,54260
5426,54250
5425,54240
5424,54230
5423,54220
5422,54210
5421,54200
5420,54190
5419,54180
5418,54170
5417,54160
5416,54150
5415,54140
5414,54130
5413,54120
5412,54110
5411,54100
5410,54090
5409,54080
5408,54070
5407,54060
5406,54050
5405,54040
5404,54030
5403,54020
5402,54010
5401,54000
5400,53990
5399,53980
5398,53970
5397,53960
5396,53950
5395,53940
5394,53930
5393,53920
5392,53910
5391,53900
5390,53890
5389,53880
5388,53870
5387,53860
5386,53850
5385,53840
5384,53830
5383,53820
5382,53810
5381,53800
5380,53790
5379,53780
5378,53770
5377,53760
5376,53750
5375,53740
5374,53730
5373,53720
5372,53710
5371,53700
5370,53690
5369,53680
5368,53670
5367,53660
5366,53650
5365,53640
5364,53630
5363,53620
5362,53610
5361,53600
5360,53590
5359,53580
5358,53570
5357,53560
5356,53550
5355,53540
5354,53530
5353,53520
5352,53510
5351,53500
5350,53490
5349,53480
5348,53470
5347,53460
5346,53450
5345,53440
5344,53430
5343,53420
5342,53410
5341,53400
5340,53390
5339,53380
5338,53370
5337,53360
5336,53350
5335,53340
5334,53330
5333,53320
5332,53310
5331,53300
5330,53290
5329,53280
5328,53270
5327,53260
5326,53250
5325,53240
5324,53230
5323,53220
5322,53210
5321,53200
5320,53190
5319,53180
5318,53170
5317,53160
5316,53150
5315,53140
5314,53130
5313,53120
5312,53110
5311,53100
5310,53090
5309,53080
5308,53070
5307,53060
5306,53050
5305,53040
5304,53030
5303,53020
5302,53010
5301,53000
5300,52990
5299,52980
5298,52970
5297,52960
5296,52950
5295,52940
5294,52930
5293,52920
5292,52910
5291,52900
5290,52890
5289,52880
5288,52870
5287,52860
5286,52850
5285,52840
5284,52830
5283,52820
5282,52810
5281,52800
5280,52790
5279,52780
5278,52770
5277,52760
5276,52750
5275,52740
5274,52730
5273,52720
5272,52710
5271,52700
5270,52690
5269,52680
5268,52670
5267,52660
5266,52650
5265,52640
5264,52630
5263,52620
5262,52610
5261,52600
5260,52590
5259,52580
5258,52570
5257,52560
5256,52550
5255,52540
5254,52530
5253,52520
5252,52510
5251,52500
5250,52490
5249,52480
5248,52470
5247,52460
5246,52450
5245,52440
5244,52430
5243,52420
5242,52410
5241,52400
5240,52390
5239,52380
5238,52370
5237,52360
5236,52350
5235,52340
5234,52330
5233,52320
5232,52310
5231,52300
5230,52290
5229,52280
5228,52270
5227,52260
5226,52250
5225,52240
5224,52230
5223,52220
5222,52210
5221,52200
5220,52190
5219,52180
5218,52170
5217,52160
5216,52150
5215,52140
5214,52130
5213,52120
5212,52110
5211,52100
5210,52090
5209,52080
5208,52070
5207,52060
5206,52050
5205,52040
5204,52030
5203,52020
5202,52010
5201,52000
5200,51990
5199,51980
5198,51970
5197,51960
5196,51950
5195,51940
5194,51930
5193,51920
5192,51910
5191,51900
5190,51890
5189,51880
5188,51870
5187,51860
5186,51850
5185,51840
5184,51830
5183,51820
5182,51810
5181,51800
5180,51790
5179,51780
5178,51770
5177,51760
5176,51750
5175,51740
5174,51730
5173,51720
5172,51710
5171,51700
5170,51690
5169,51680
5168,51670
5167,51660
5166,51650
5165,51640
5164,51630
5163,51620
5162,51610
5161,51600
5160,51590
5159,51580
5158,51570
5157,51560
5156,51550
5155,51540
5154,51530
5153,51520
5152,51510
5151,51500
5150,51490
5149,51480
5148,51470
5147,51460
5146,51450
5145,51440
5144,51430
5143,51420
5142,51410
5141,51400
5140,51390
5139,51380
5138,51370
5137,51360
5136,51350
